group_keyword,group_sentence_1,video_id,youtube,school_zh,school_total_videos,township_slug,township_total_videos,decision,reason
competition (n),rehearsing for the school's upcoming reading competition is a great way to build confidence.,KxCM5Beh2nw,https://www.youtube.com/watch?v=KxCM5Beh2nw,彰化縣埔心鄉太平國小,34,puxin,40,KEEP,kept: smallest school count (34 videos)
competition (n),rehearsing for the school's upcoming reading competition is a great way to build confidence.,sq9muQpRp1w,https://www.youtube.com/watch?v=sq9muQpRp1w,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as KxCM5Beh2nw (彰化縣埔心鄉太平國小)
paint (v),the students get ready to paint their lanterns.,Q7M1uQMMYw0,https://www.youtube.com/watch?v=Q7M1uQMMYw0,彰化縣溪州鄉僑義國小,25,xizhou,226,KEEP,kept: smallest school count (25 videos)
paint (v),the students get ready to paint their lanterns.,BGsX2uEMzM4,https://www.youtube.com/watch?v=BGsX2uEMzM4,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as Q7M1uQMMYw0 (彰化縣溪州鄉僑義國小)
swimming class,the students are stretching for swimming class.,sH4xdwopuW0,https://www.youtube.com/watch?v=sH4xdwopuW0,彰化縣二林鎮廣興國小,37,erlin,114,KEEP,kept: smallest school count (37 videos)
swimming class,the students are stretching for swimming class.,019HGZgCXrg,https://www.youtube.com/watch?v=019HGZgCXrg,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as sH4xdwopuW0 (彰化縣二林鎮廣興國小)
jump rope,the teacher shows the students how to jump rope.,cLPLLZ1_ofU,https://www.youtube.com/watch?v=cLPLLZ1_ofU,彰化縣竹塘鄉長安國小,23,zhutang,183,KEEP,kept: smallest school count (23 videos)
jump rope,the teacher shows the students how to jump rope.,tGeNfPmo1k4,https://www.youtube.com/watch?v=tGeNfPmo1k4,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as cLPLLZ1_ofU (彰化縣竹塘鄉長安國小)
building blocks,the students are playing with building blocks.,Qe__OlaC44w,https://www.youtube.com/watch?v=Qe__OlaC44w,彰化縣芬園鄉同安國小,10,fenyuan,48,KEEP,kept: smallest school count (10 videos)
building blocks,the students are playing with building blocks.,qPicwuHLVGs,https://www.youtube.com/watch?v=qPicwuHLVGs,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as Qe__OlaC44w (彰化縣芬園鄉同安國小)
building blocks,the students are playing with building blocks.,gB40Ewtyusc,https://www.youtube.com/watch?v=gB40Ewtyusc,彰化縣永靖鄉福德國小,36,yongjing,60,DROP,dropped: same as Qe__OlaC44w (彰化縣芬園鄉同安國小)
morning assembly,"morning assembly is a meeting that administrators, teachers, and students attend every morning at school.",qKjslqjPt58,https://www.youtube.com/watch?v=qKjslqjPt58,彰化縣和美鎮和仁國小,45,hemei,99,KEEP,kept: smallest school count (45 videos)
morning assembly,"morning assembly is a meeting that administrators, teachers, and students attend every morning at school.",49_D9NbXBfo,https://www.youtube.com/watch?v=49_D9NbXBfo,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as qKjslqjPt58 (彰化縣和美鎮和仁國小)
morning assembly,"morning assembly is a meeting that administrators, teachers, and students attend every morning at school.",37h2dWST9SQ,https://www.youtube.com/watch?v=37h2dWST9SQ,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as qKjslqjPt58 (彰化縣和美鎮和仁國小)
drug (n),an anti-drug education vehicle visits the school to promote anti-drug education.,M84bhVffFH0,https://www.youtube.com/watch?v=M84bhVffFH0,彰化縣社頭鄉湳雅國小,71,shetou,95,KEEP,kept: smallest school count (71 videos)
drug (n),an anti-drug education vehicle visits the school to promote anti-drug education.,sIdY9f1u6yY,https://www.youtube.com/watch?v=sIdY9f1u6yY,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as M84bhVffFH0 (彰化縣社頭鄉湳雅國小)
drug (n),an anti-drug education vehicle visits the school to promote anti-drug education.,OvwyUrn8PU0,https://www.youtube.com/watch?v=OvwyUrn8PU0,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as M84bhVffFH0 (彰化縣社頭鄉湳雅國小)
basketball practice,the students are outside for basketball practice.,rGQRP3jB4mo,https://www.youtube.com/watch?v=rGQRP3jB4mo,彰化縣社頭鄉朝興國小,24,shetou,95,KEEP,kept: smallest school count (24 videos)
basketball practice,the students are outside for basketball practice.,nD9ITCPZYVE,https://www.youtube.com/watch?v=nD9ITCPZYVE,彰化縣埔鹽鄉大園國小,45,puyan,45,DROP,dropped: same as rGQRP3jB4mo (彰化縣社頭鄉朝興國小)
basketball practice,the students are outside for basketball practice.,cpCLqnOmv_A,https://www.youtube.com/watch?v=cpCLqnOmv_A,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as rGQRP3jB4mo (彰化縣社頭鄉朝興國小)
basketball practice,the students are outside for basketball practice.,8suw0HD5mk0,https://www.youtube.com/watch?v=8suw0HD5mk0,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as rGQRP3jB4mo (彰化縣社頭鄉朝興國小)
tablet (n),the students use a tablet to study english.,p59ZEegIvmo,https://www.youtube.com/watch?v=p59ZEegIvmo,彰化縣溪湖鎮湖西國小,38,xihu,40,KEEP,kept: smallest school count (38 videos)
tablet (n),the students use a tablet to study english.,IV0lHphPSog,https://www.youtube.com/watch?v=IV0lHphPSog,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as p59ZEegIvmo (彰化縣溪湖鎮湖西國小)
tablet (n),the students use a tablet to study english.,klr76igZQWA,https://www.youtube.com/watch?v=klr76igZQWA,彰化縣田中鎮明禮國小,80,tianzhong,271,DROP,dropped: same as p59ZEegIvmo (彰化縣溪湖鎮湖西國小)
stretch (v),the students are doing their stretching exercise.,GAdbcQpeCnU,https://www.youtube.com/watch?v=GAdbcQpeCnU,彰化縣埔心鄉太平國小,34,puxin,40,KEEP,kept: smallest school count (34 videos)
stretch (v),the students are doing their stretching exercise.,_ZURYnSyd2Y,https://www.youtube.com/watch?v=_ZURYnSyd2Y,彰化縣二林鎮二林國小,55,erlin,114,DROP,dropped: same as GAdbcQpeCnU (彰化縣埔心鄉太平國小)
soccer (n),soccer is a popular sport around the world.,fFKsmRWxLCo,https://www.youtube.com/watch?v=fFKsmRWxLCo,彰化縣北斗鎮螺陽國小,25,beidou,199,KEEP,kept: smallest school count (25 videos)
soccer (n),soccer is a popular sport around the world.,EBckeVgwFP8,https://www.youtube.com/watch?v=EBckeVgwFP8,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as fFKsmRWxLCo (彰化縣北斗鎮螺陽國小)
dribble (v),the students dribble basketballs on the basketball court.,R7GHc-dUyuw,https://www.youtube.com/watch?v=R7GHc-dUyuw,彰化縣伸港鄉新港國小,44,shenkang,149,KEEP,kept: smallest school count (44 videos)
dribble (v),the students dribble basketballs on the basketball court.,ibfVXcnoL5c,https://www.youtube.com/watch?v=ibfVXcnoL5c,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as R7GHc-dUyuw (彰化縣伸港鄉新港國小)
dribble (v),the students dribble basketballs on the basketball court.,VUvGhByfYUE,https://www.youtube.com/watch?v=VUvGhByfYUE,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as R7GHc-dUyuw (彰化縣伸港鄉新港國小)
dribble (v),the students dribble basketballs on the basketball court.,Ql-zBEJd8EQ,https://www.youtube.com/watch?v=Ql-zBEJd8EQ,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as R7GHc-dUyuw (彰化縣伸港鄉新港國小)
computer lab (n),a computer lab is a room for students to use computers.,kceQ4THibWQ,https://www.youtube.com/watch?v=kceQ4THibWQ,彰化縣和美鎮新庄國小,25,hemei,99,KEEP,kept: smallest school count (25 videos)
computer lab (n),a computer lab is a room for students to use computers.,-4qVWf9-wns,https://www.youtube.com/watch?v=-4qVWf9-wns,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as kceQ4THibWQ (彰化縣和美鎮新庄國小)
computer lab,a computer lab is a room for students to use computers.,y25DyrBx4PA,https://www.youtube.com/watch?v=y25DyrBx4PA,彰化縣二林鎮廣興國小,37,erlin,114,KEEP,kept: smallest school count (37 videos)
computer lab,a computer lab is a room for students to use computers.,5DIxX8-C_ik,https://www.youtube.com/watch?v=5DIxX8-C_ik,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as y25DyrBx4PA (彰化縣二林鎮廣興國小)
art club,the students make rainbow scratch paper in the art club.,oBX0Qu4v9cQ,https://www.youtube.com/watch?v=oBX0Qu4v9cQ,彰化縣溪州鄉溪州國中,38,xizhou,226,KEEP,kept: smallest school count (38 videos)
art club,the students make rainbow scratch paper in the art club.,j1DIIZzLYFU,https://www.youtube.com/watch?v=j1DIIZzLYFU,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as oBX0Qu4v9cQ (彰化縣溪州鄉溪州國中)
alphabet (n),the students practice writing the alphabet in class.,Ao0Mfqj62pc,https://www.youtube.com/watch?v=Ao0Mfqj62pc,彰化縣伸港鄉新港國小,44,shenkang,149,KEEP,kept: smallest school count (44 videos)
alphabet (n),the students practice writing the alphabet in class.,bqQu3wanTm0,https://www.youtube.com/watch?v=bqQu3wanTm0,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as Ao0Mfqj62pc (彰化縣伸港鄉新港國小)
volunteer (n),a volunteer comes to school to tell a story.,VlnBZjW8L78,https://www.youtube.com/watch?v=VlnBZjW8L78,彰化縣溪湖鎮湖西國小,38,xihu,40,KEEP,kept: smallest school count (38 videos)
volunteer (n),a volunteer comes to school to tell a story.,2LGmPdcdR0w,https://www.youtube.com/watch?v=2LGmPdcdR0w,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as VlnBZjW8L78 (彰化縣溪湖鎮湖西國小)
volunteer (n),a volunteer comes to school to tell a story.,mdcJk0cLP6o,https://www.youtube.com/watch?v=mdcJk0cLP6o,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as VlnBZjW8L78 (彰化縣溪湖鎮湖西國小)
oral hygiene,students learn about oral hygiene in class.,FoJPJdV0sYU,https://www.youtube.com/watch?v=FoJPJdV0sYU,彰化縣彰化市快官國小,32,changhua-city,387,KEEP,kept: smallest school count (32 videos)
oral hygiene,students learn about oral hygiene in class.,hA88CpQ7100,https://www.youtube.com/watch?v=hA88CpQ7100,彰化縣福興鄉西勢國小,53,fuxing,143,DROP,dropped: same as FoJPJdV0sYU (彰化縣彰化市快官國小)
oral hygiene,students learn about oral hygiene in class.,siTYs1DBksc,https://www.youtube.com/watch?v=siTYs1DBksc,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as FoJPJdV0sYU (彰化縣彰化市快官國小)
taiwanese (n),the teacher is teaching taiwanese in the taiwanese class.,RAvCinBwnyk,https://www.youtube.com/watch?v=RAvCinBwnyk,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
taiwanese (n),the teacher is teaching taiwanese in the taiwanese class.,lqkxqD6asNc,https://www.youtube.com/watch?v=lqkxqD6asNc,彰化縣和美鎮新庄國小,25,hemei,99,DROP,dropped: same as RAvCinBwnyk (彰化縣彰化市泰和國小)
taiwanese (n),the teacher is teaching taiwanese in the taiwanese class.,-2sXjJ3ZufY,https://www.youtube.com/watch?v=-2sXjJ3ZufY,彰化縣二水鄉二水國小,40,ershui,91,DROP,dropped: same as RAvCinBwnyk (彰化縣彰化市泰和國小)
iq light (n) iq,iq lights are a lighting system made up of interlocking quadrilaterals. iq,8Ckf6TpSUbo,https://www.youtube.com/watch?v=8Ckf6TpSUbo,彰化縣伸港鄉新港國小,44,shenkang,149,KEEP,kept: smallest school count (44 videos)
iq light (n) iq,iq lights are a lighting system made up of interlocking quadrilaterals. iq,qEa8c-yQg2s,https://www.youtube.com/watch?v=qEa8c-yQg2s,彰化縣二林鎮二林國小,55,erlin,114,DROP,dropped: same as 8Ckf6TpSUbo (彰化縣伸港鄉新港國小)
explore (v),the students go out to explore their community.,2VeJx8MpBVE,https://www.youtube.com/watch?v=2VeJx8MpBVE,彰化縣和美鎮新庄國小,25,hemei,99,KEEP,kept: smallest school count (25 videos)
explore (v),the students go out to explore their community.,e001_yHapHo,https://www.youtube.com/watch?v=e001_yHapHo,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as 2VeJx8MpBVE (彰化縣和美鎮新庄國小)
pizza (n),the students roll the dough to make pizza.,wvylo6RhQH8,https://www.youtube.com/watch?v=wvylo6RhQH8,彰化縣永靖鄉福興國小,24,yongjing,60,KEEP,kept: smallest school count (24 videos)
pizza (n),the students roll the dough to make pizza.,yBSToMc6v_s,https://www.youtube.com/watch?v=yBSToMc6v_s,彰化縣溪湖鎮湖西國小,38,xihu,40,DROP,dropped: same as wvylo6RhQH8 (彰化縣永靖鄉福興國小)
pizza (n),the students roll the dough to make pizza.,s919ln59sFU,https://www.youtube.com/watch?v=s919ln59sFU,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as wvylo6RhQH8 (彰化縣永靖鄉福興國小)
crosswalk (n),a crosswalk is where you can safely cross the street.,Jjz6ZG43jOM,https://www.youtube.com/watch?v=Jjz6ZG43jOM,彰化縣和美鎮和美國小,22,hemei,99,KEEP,kept: smallest school count (22 videos)
crosswalk (n),a crosswalk is where you can safely cross the street.,Aw9mYusqAhA,https://www.youtube.com/watch?v=Aw9mYusqAhA,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as Jjz6ZG43jOM (彰化縣和美鎮和美國小)
climb (v),the students climb the climbing wall.,3rc9_3RYObo,https://www.youtube.com/watch?v=3rc9_3RYObo,彰化縣芬園鄉同安國小,10,fenyuan,48,KEEP,kept: smallest school count (10 videos)
climb (v),the students climb the climbing wall.,tTch3oh9dSQ,https://www.youtube.com/watch?v=tTch3oh9dSQ,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as 3rc9_3RYObo (彰化縣芬園鄉同安國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,vcNzqW5dkPo,https://www.youtube.com/watch?v=vcNzqW5dkPo,彰化縣北斗鎮螺青國小,12,beidou,199,KEEP,kept: smallest school count (12 videos)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,fkBktbuRXr4,https://www.youtube.com/watch?v=fkBktbuRXr4,彰化縣田尾鄉仁豐國小,20,tianwei,21,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,KRbeFune3KI,https://www.youtube.com/watch?v=KRbeFune3KI,彰化縣和美鎮和美國小,22,hemei,99,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,Rvjzow2Nz3I,https://www.youtube.com/watch?v=Rvjzow2Nz3I,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,-N2v1iBF56w,https://www.youtube.com/watch?v=-N2v1iBF56w,彰化縣彰化市東芳國小,26,changhua-city,387,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,8DflcBsh13U,https://www.youtube.com/watch?v=8DflcBsh13U,彰化縣二水鄉二水國小,40,ershui,91,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,Lu4ja41UbeM,https://www.youtube.com/watch?v=Lu4ja41UbeM,彰化縣鹿港鎮鹿鳴國中,59,lukang,114,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,1srA4yceIjo,https://www.youtube.com/watch?v=1srA4yceIjo,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,yRFdgnOnA98,https://www.youtube.com/watch?v=yRFdgnOnA98,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,fYOVXoFqy1w,https://www.youtube.com/watch?v=fYOVXoFqy1w,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
calligraphy (n),the boys and girls are learning traditional chinese calligraphy.,sEJF2qOt59U,https://www.youtube.com/watch?v=sEJF2qOt59U,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as vcNzqW5dkPo (彰化縣北斗鎮螺青國小)
drone (n),the students assemble drones in class.,XdGZERkLWKU,https://www.youtube.com/watch?v=XdGZERkLWKU,彰化縣二水鄉源泉國小,51,ershui,91,KEEP,kept: smallest school count (51 videos)
drone (n),the students assemble drones in class.,jPnhknRgRDk,https://www.youtube.com/watch?v=jPnhknRgRDk,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as XdGZERkLWKU (彰化縣二水鄉源泉國小)
badminton (n),these students are learning to play badminton.,kB9zds-BRGM,https://www.youtube.com/watch?v=kB9zds-BRGM,彰化縣埤頭鄉合興國小,13,pitou,112,KEEP,kept: smallest school count (13 videos)
badminton (n),these students are learning to play badminton.,ve9MOph2ee8,https://www.youtube.com/watch?v=ve9MOph2ee8,彰化縣永靖鄉福興國小,24,yongjing,60,DROP,dropped: same as kB9zds-BRGM (彰化縣埤頭鄉合興國小)
badminton (n),these students are learning to play badminton.,0i0n6YPpRVE,https://www.youtube.com/watch?v=0i0n6YPpRVE,彰化縣和美鎮和仁國小,45,hemei,99,DROP,dropped: same as kB9zds-BRGM (彰化縣埤頭鄉合興國小)
badminton (n),these students are learning to play badminton.,sUWzswWf6Rc,https://www.youtube.com/watch?v=sUWzswWf6Rc,彰化縣福興鄉西勢國小,53,fuxing,143,DROP,dropped: same as kB9zds-BRGM (彰化縣埤頭鄉合興國小)
graduation (n),a graduation is a ceremony for students who have completed the highest grade level at their school.,ZQGhxZX5N_M,https://www.youtube.com/watch?v=ZQGhxZX5N_M,彰化縣社頭鄉湳雅國小,71,shetou,95,KEEP,kept: smallest school count (71 videos)
graduation (n),a graduation is a ceremony for students who have completed the highest grade level at their school.,DoUnEI-Elj8,https://www.youtube.com/watch?v=DoUnEI-Elj8,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as ZQGhxZX5N_M (彰化縣社頭鄉湳雅國小)
